-9.02672091,0.00000000
-7.39911098,0.00000000
-7.39911098,0.00000000
-7.39911098,0.00000000
-7.39911098,0.00000000
-7.39911098,0.00000000
-7.39911098,0.00000000
-6.80093553,0.00000000
-6.80093553,0.00000000
-6.80093553,0.00000000
-6.73480213,0.00000000
-6.73480213,0.00000000
-6.68519304,0.00000000
-6.68519304,0.00000000
-6.50944187,0.00000000
-6.50944187,0.00000000
-6.50944187,0.00000000
-6.50944187,0.00000000
-6.50944187,0.00000000
-6.50944187,0.00000000
-6.44209094,0.00000000
-6.44209094,0.00000000
-6.44209094,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.30254432,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
-6.00564741,0.00000000
