0.00  1.000000 -0.000000  0.000000  4.254640
0.05  0.869052  0.000000  0.017544  2.916919
0.10  0.524331  0.000000  0.080704  2.249144
0.15  0.090064  0.000000  0.300904  1.894861
0.20 -0.284854  0.000001  0.156972  1.720483
0.25 -0.486715 -0.000003  0.090010  1.588601
0.30 -0.479151 -0.000048  0.091967  1.243962
0.35 -0.310118 -0.000249  0.146350  1.037082
0.40 -0.082636 -0.000855  0.311663  0.883071
0.45  0.095445 -0.002207  0.293650  0.764495
0.50  0.158717 -0.004520  0.230079  0.674910
0.55  0.107314 -0.007407  0.279000  0.613168
0.60 -0.002798 -0.009301  0.734868  0.584702
0.65 -0.095045 -0.007110  0.294175  0.618284
0.70 -0.113968  0.003401  0.271480  0.710466
0.75 -0.052432  0.026134  0.368530  0.455565
0.80  0.048321  0.062217  0.378736  0.347140
0.85  0.124285  0.107384  0.260648  0.278918
0.90  0.125556  0.150550  0.259376  0.236683
0.95  0.044840  0.175019  0.388083  0.217857
1.00 -0.077249  0.162998  0.320089  0.226752
1.05 -0.172727  0.102681  0.219505  0.284516
1.10 -0.181944 -0.004428  0.213007  0.677487
1.15 -0.086007 -0.139289  0.306666  0.246401
1.20  0.080861 -0.267158  0.314378  0.164989
1.25  0.245669 -0.346515  0.175471  0.132478
1.30  0.330920 -0.343174  0.138235  0.133690
1.35  0.291943 -0.244852  0.153900  0.175888
1.40  0.138900 -0.070153  0.246750  0.332135
1.45 -0.067375  0.132904  0.337185  0.252266
1.50 -0.243575  0.300124  0.176541  0.150445
1.55 -0.322297  0.372650  0.141535  0.123389
1.60 -0.281876  0.319257  0.158286  0.142720
1.65 -0.153499  0.150562  0.234258  0.236673
1.70 -0.002874 -0.081418  0.731488  0.313521
1.75  0.103645 -0.299553  0.283348  0.150683
1.80  0.131094 -0.428547  0.253980  0.105919
1.85  0.090090 -0.422571  0.300869  0.107675
1.90  0.026620 -0.282723  0.453261  0.157911
1.95 -0.006476 -0.057079  0.629950  0.357916
2.00  0.019157  0.177071  0.494385  0.216400
2.05  0.090138  0.341946  0.300802  0.134138
2.10  0.157659  0.387549  0.230915  0.118489
2.15  0.164487  0.308291  0.225616  0.147089
2.20  0.078663  0.141695  0.317823  0.244260
2.25 -0.084114 -0.049449  0.309448  0.375851
2.30 -0.262224 -0.203249  0.167320  0.199165
2.35 -0.374752 -0.281781  0.122686  0.158328
2.40 -0.360858 -0.281604  0.127409  0.158407
2.45 -0.212544 -0.228358  0.193576  0.184605
2.50  0.016248 -0.159430  0.514971  0.229519
2.55  0.230322 -0.103930  0.183535  0.283005
2.60  0.335331 -0.069853  0.136580  0.332671
2.65  0.282058 -0.044257  0.158205  0.389718
2.70  0.091700 -0.005485  0.298655  0.650724
2.75 -0.150688  0.059675  0.236568  0.352356
2.80 -0.332709  0.143468  0.137561  0.242705
2.85 -0.365004  0.216502  0.125981  0.191269
2.90 -0.222504  0.240030  0.187851  0.178374
2.95  0.042637  0.185550  0.394378  0.210554
3.00  0.322750  0.052029  0.141360  0.369495
3.05  0.501428 -0.128288  0.086287  0.256684
3.10  0.504311 -0.299240  0.085570  0.150814
3.15  0.331046 -0.401864  0.138187  0.113955
3.20  0.054353 -0.398068  0.364033  0.115141
3.25 -0.212761 -0.286234  0.193448  0.156368
3.30 -0.366272 -0.101740  0.125547  0.285667
3.35 -0.354541  0.097673  0.129616  0.290767
3.40 -0.196913  0.254873  0.203124  0.170874
3.45  0.029444  0.334264  0.440656  0.136978
3.50  0.226794  0.331719  0.185464  0.137933
3.55  0.320011  0.270210  0.142425  0.163569
3.60  0.285971  0.184758  0.156483  0.211088
3.65  0.157019  0.105131  0.231424  0.281568
3.70 -0.000753  0.045022  0.898891  0.387576
3.75 -0.122007  0.002273  0.262959  0.760834
3.80 -0.171946 -0.031623  0.220072  0.431735
3.85 -0.157518 -0.059653  0.231027  0.352402
3.90 -0.116280 -0.073059  0.268970  0.327061
3.95 -0.090540 -0.055299  0.300245  0.361874
4.00 -0.101327  0.005513  0.286175  0.650077
4.05 -0.136047  0.102984  0.249345  0.284147
4.10 -0.156005  0.206638  0.232233  0.197098
4.15 -0.119386  0.269576  0.265675  0.163863
4.20 -0.007244  0.248202  0.615940  0.174189
4.25  0.161441  0.125471  0.227952  0.259460
4.30  0.333978 -0.074205  0.137085  0.325115
4.35  0.445910 -0.287688  0.100955  0.155735
4.40  0.450176 -0.434947  0.099765  0.104066
4.45  0.339278 -0.452056  0.135117  0.099244
4.50  0.149656 -0.320943  0.237427  0.142061
4.55 -0.053793 -0.081586  0.365327  0.313262
4.60 -0.205517  0.180598  0.197778  0.213935
4.65 -0.266137  0.368310  0.165468  0.124854
4.70 -0.235910  0.412966  0.180538  0.110549
4.75 -0.149343  0.304378  0.237689  0.148686
4.80 -0.054845  0.095739  0.362906  0.293266
4.85  0.009591 -0.119085  0.580870  0.265990
4.90  0.032347 -0.246370  0.428902  0.175115
4.95  0.028405 -0.233369  0.445149  0.181892
5.00  0.024953 -0.090790  0.461344  0.299901
5.05  0.041242  0.113243  0.398537  0.272277
5.10  0.074384  0.284893  0.324815  0.156955
5.15  0.099430  0.347323  0.288537  0.132187
5.20  0.084171  0.274777  0.309363  0.161474
5.25  0.010802  0.102515  0.566006  0.284718
5.30 -0.107681 -0.091482  0.278573  0.298952
5.35 -0.226488 -0.223926  0.185633  0.187055
5.40 -0.286030 -0.244818  0.156457  0.175905
5.45 -0.240102 -0.159064  0.178337  0.229806
5.50 -0.081988 -0.021343  0.312647  0.480878
5.55  0.144967  0.092586  0.241406  0.297452
5.60  0.359250  0.123748  0.127967  0.261189
5.65  0.472121  0.058408  0.093815  0.355037
5.70  0.424947 -0.066523  0.106974  0.338776
5.75  0.216511 -0.183367  0.191264  0.212033
5.80 -0.092358 -0.228622  0.297760  0.184460
5.85 -0.399841 -0.175504  0.114586  0.217512
5.90 -0.601615 -0.047894  0.063517  0.379845
5.95 -0.630806  0.091165  0.057595  0.299386
6.00 -0.482786  0.170758  0.091023  0.220938
6.05 -0.214818  0.147696  0.192246  0.239075
6.10  0.078551  0.028858  0.318001  0.443171
6.15  0.303237 -0.130773  0.149155  0.254287
6.20  0.400360 -0.253553  0.114424  0.171523
6.25  0.363984 -0.275808  0.126331  0.161006
6.30  0.236014 -0.177990  0.180483  0.215753
6.35  0.082505  0.006004  0.311862  0.639422
6.40 -0.036703  0.204520  0.413112  0.198386
6.45 -0.091362  0.340879  0.299116  0.134528
6.50 -0.087887  0.367211  0.303963  0.125227
6.55 -0.058998  0.283390  0.353780  0.157616
6.60 -0.042764  0.132846  0.394008  0.252321
6.65 -0.062014 -0.021351  0.347550  0.480832
