0.00  1.000000 -0.000000  0.000000  4.714704
0.05  0.980158  0.000000  0.002505  2.909672
0.10  0.922491  0.000000  0.010085  2.218277
0.15  0.832352  0.000000  0.022937  1.815737
0.20  0.717922  0.000005  0.041424  1.532159
0.25  0.589217  0.000027  0.066120  1.314312
0.30  0.456894  0.000111  0.097913  1.138491
0.35  0.331019  0.000357  0.138198  0.992064
0.40  0.219968  0.000968  0.189284  0.867499
0.45  0.129606  0.002289  0.255407  0.759952
0.50  0.062833  0.004849  0.345910  0.666126
0.55  0.019548  0.009377  0.491858  0.583686
0.60 -0.002975  0.016783  0.727207  0.510920
0.65 -0.009401  0.028089  0.583366  0.446547
0.70 -0.005430  0.044303  0.651974  0.389588
0.75  0.003173  0.066250  0.719142  0.339290
0.80  0.011463  0.094369  0.558574  0.295068
0.85  0.016000  0.128506  0.516896  0.256472
0.90  0.015230  0.167748  0.523057  0.223161
0.95  0.009545  0.210324  0.581467  0.194888
1.00  0.001008  0.253620  0.862444  0.171490
1.05 -0.007167  0.294326  0.617290  0.152883
1.10 -0.011303  0.328713  0.560336  0.139071
1.15 -0.007987  0.353038  0.603741  0.130147
1.20  0.005284  0.364014  0.655387  0.126320
1.25  0.029631  0.359304  0.439865  0.127948
1.30  0.064570  0.337955  0.342501  0.135605
1.35  0.108052  0.300709  0.278142  0.150202
1.40  0.156764  0.250113  0.231627  0.173230
1.45  0.206609  0.190407  0.197116  0.207324
1.50  0.253307  0.127160  0.171644  0.257789
1.55  0.292989  0.066702  0.153453  0.338441
1.60  0.322716  0.015389  0.141373  0.521763
1.65  0.340828 -0.021185  0.134547  0.481809
1.70  0.347086 -0.038939  0.132273  0.405721
1.75  0.342591 -0.035900  0.133902  0.415878
1.80  0.329512 -0.012551  0.138768  0.547242
1.85  0.310669  0.028134  0.146129  0.446345
1.90  0.289054  0.080996  0.155143  0.314169
1.95  0.267365  0.139298  0.164893  0.246392
2.00  0.247623  0.195581  0.174481  0.203973
2.05  0.230941  0.242642  0.183199  0.177021
2.10  0.217457  0.274513  0.190719  0.161594
2.15  0.206443  0.287291  0.197216  0.155907
2.20  0.196556  0.279703  0.203351  0.159254
2.25  0.186188  0.253315  0.210125  0.171640
2.30  0.173838  0.212354  0.218704  0.193688
2.35  0.158465  0.163148  0.230278  0.226637
2.40  0.139746  0.113262  0.245991  0.272256
2.45  0.118211  0.070457  0.266911  0.331595
2.50  0.095232  0.041601  0.293930  0.397455
2.55  0.072881  0.031706  0.327366  0.431405
2.60  0.053663  0.043218  0.365628  0.392687
2.65  0.040193  0.075660  0.401756  0.322688
2.70  0.034839  0.125695  0.419628  0.259237
2.75  0.039393  0.187582  0.404271  0.209192
2.80  0.054818  0.253968  0.362967  0.171318
2.85  0.081085  0.316896  0.314032  0.143648
2.90  0.117130  0.368884  0.268059  0.124659
2.95  0.160923  0.403911  0.228354  0.113320
3.00  0.209645  0.418187  0.195293  0.108978
3.05  0.259939  0.410572  0.168414  0.111275
3.10  0.308217  0.382626  0.147119  0.120087
3.15  0.350988  0.338255  0.130876  0.135494
3.20  0.385172  0.283055  0.119258  0.157764
3.25  0.408390  0.223431  0.111942  0.187332
3.30  0.419189  0.165643  0.108679  0.224740
3.35  0.417198  0.114931  0.109274  0.270427
3.40  0.403194  0.074834  0.113542  0.324060
3.45  0.379081  0.046808  0.121251  0.382712
3.50  0.347759  0.030194  0.132031  0.437515
3.55  0.312908  0.022512  0.145231  0.474216
3.60  0.278672  0.020035  0.159715  0.488783
3.65  0.249285  0.018536  0.173645  0.498505
3.70  0.228643  0.014071  0.184449  0.532959
3.75  0.219876  0.003685  0.189336  0.700435
3.80  0.224955 -0.014079  0.186482  0.532887
3.85  0.244383 -0.038950  0.176127  0.405686
3.90  0.277019 -0.069001  0.160459  0.334205
3.95  0.320065 -0.101001  0.142404  0.286578
4.00  0.369243 -0.130992  0.124538  0.254078
4.05  0.419164 -0.154971  0.108686  0.233065
4.10  0.463858 -0.169581  0.096022  0.221803
4.15  0.497418 -0.172681  0.087291  0.219538
4.20  0.514696 -0.163703  0.083022  0.226212
4.25  0.511957 -0.143744  0.083689  0.242465
4.30  0.487412 -0.115371  0.089831  0.269950
4.35  0.441541 -0.082190  0.102186  0.312340
4.40  0.377168 -0.048228  0.121883  0.378977
4.45  0.299245 -0.017252  0.150812  0.507480
4.50  0.214361  0.007872  0.192512  0.605561
4.55  0.130030  0.025670  0.254999  0.457804
4.60  0.053843  0.036331  0.365209  0.414387
4.65 -0.007422  0.041693  0.612914  0.397178
4.70 -0.048602  0.044966  0.378011  0.387731
4.75 -0.066756  0.050214  0.338339  0.373932
4.80 -0.061495  0.061688  0.348601  0.348207
4.85 -0.034985  0.083104  0.419105  0.310957
4.90  0.008384  0.116978  0.597682  0.268221
4.95  0.062618  0.164117  0.346338  0.225897
5.00  0.120946  0.223344  0.264052  0.187380
5.05  0.176726  0.291496  0.216644  0.154091
5.10  0.224322  0.363697  0.186834  0.126429
5.15  0.259804  0.433874  0.168478  0.104375
5.20  0.281387  0.495435  0.158503  0.087790
5.25  0.289542  0.542032  0.154932  0.076554
5.30  0.286775  0.568301  0.156132  0.070638
5.35  0.277098  0.570485  0.160423  0.070159
5.40  0.265296  0.546877  0.165864  0.075441
5.45  0.256091  0.498019  0.170278  0.087140
5.50  0.253350  0.426662  0.171623  0.106470
5.55  0.259445  0.337481  0.168651  0.135781
5.60  0.274876  0.236612  0.161430  0.180167
