-1600.05333356,0.00000000
-1600.04333230,0.00000000
-1600.04333230,0.00000000
-1600.03333286,0.00000000
-1600.03333286,0.00000000
-1600.03333286,0.00000000
-1600.03333212,0.00000000
-1600.03333212,0.00000000
-1600.03333212,0.00000000
-1600.02333326,0.00000000
-1600.02333326,0.00000000
-1600.01333326,0.00000000
-1202.83837409,0.00000000
-1202.83834066,0.00000000
-1202.83834066,0.00000000
-1202.83826748,0.00000000
-1202.83826748,0.00000000
-1202.83823392,0.00000000
-1202.01995139,0.00000000
-1202.01995139,0.00000000
-1202.01995139,0.00000000
-1202.01995139,0.00000000
-1202.01995139,0.00000000
-1202.01995139,0.00000000
-1202.01994932,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
0.00000000,0.00000000
